armrest_numstrokes,backrest_numstrokes,beak_numstrokes,body_numstrokes,bumper_numstrokes,door_numstrokes,ear_numstrokes,eye_numstrokes,feet_numstrokes,head_numstrokes,headlight_numstrokes,hood_numstrokes,leg_numstrokes,mouth_numstrokes,neck_numstrokes,paw_numstrokes,seat_numstrokes,tail_numstrokes,trunk_numstrokes,unknown_numstrokes,wheel_numstrokes,window_numstrokes,windshield_numstrokes,wing_numstrokes,armrest_total_arclength,backrest_total_arclength,beak_total_arclength,body_total_arclength,bumper_total_arclength,door_total_arclength,ear_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,headlight_total_arclength,hood_total_arclength,leg_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength,seat_total_arclength,tail_total_arclength,trunk_total_arclength,unknown_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,wing_total_arclength
-0.3401842489799556,-0.4682646762803661,1.4364422246502846,0.8349308416268519,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,1.1634589340531578,0.6374966246449089,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-0.5136059588627817,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,1.1952546223776086,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,1.7416693389943179,1.0160147702211302,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,6.111961565400183,1.436897774736962,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.8309966100091444,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,0.2995270209173372,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,0.3386719599818684,1.0888289716995996,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,-0.39985398719702964,1.1738172036346477,0.8312154355530696,-0.25798438101622534,-0.18672022477760553,-1.0838732614375164,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,2.008873814851358,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,1.9833057628725144,0.6963422416524702,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.28830674377930926,1.8912925269387741,1.244934595225631,-0.2350808056854399,-0.14986485572244582,-0.9372907952318564,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,0.8086877946377351,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,-0.33415497642780606,1.4394501989429174,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,-0.39985398719702964,0.6374966246449089,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-0.5136059588627817,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,1.1952546223776086,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,-0.2901393715424658,1.3843281317203178,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.28830674377930926,0.557023009729485,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.6814789648863767,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,0.13674651790678793,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,1.1949971517759996,0.5876274681793708,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,-0.39985398719702964,2.27833755686876,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-0.09886610244479302,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,-0.36939767084113984,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,2.1454869096973828,1.1053792321070244,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.28830674377930926,1.6871039678579725,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.4404936290951266,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,-0.3295881678566625,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,-0.33415497642780606,-0.34052346426549734,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,2.90047329099781,2.3278232357770987,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,0.12002437733136774,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,-0.36939767084113984,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,-0.2901393715424658,-0.7359083912818862,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,0.43925366768588475,0.8771767658563265,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,1.917153450237278,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,-0.3295881678566625,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,-0.33415497642780606,0.5528218082126883,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,-0.39985398719702964,2.218954742178754,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-0.3615346781761858,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,1.6124952339026082,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,-0.2901393715424658,-0.031053243258503116,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.28830674377930926,0.9112066463970389,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.5875536834555537,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,4.81151025446638,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,-0.33415497642780606,1.0482906147972282,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,1.3473781012590622,3.064286574824723,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-1.0838732614375164,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,-0.36939767084113984,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,-0.25956776269389153,-0.3549424827102389,-0.4971484954457977,-0.2901393715424658,1.646775899215143,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,0.3682437715268818,1.095750828738166,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.9372907952318564,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,-0.3295881678566625,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,-0.22813006230136665
-0.3401842489799556,-0.4682646762803661,4.0538467827657225,0.5195294378097746,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,-0.39985398719702964,0.8841323424077486,1.4076251098502217,-0.25798438101622534,-0.18672022477760553,-1.0838732614375164,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,-0.36939767084113984,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,4.22830080098933,-0.3549424827102389,-0.4971484954457977,1.3864865207542156,0.33757667596465096,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.28830674377930926,1.203083059397888,1.033736083302176,-0.2350808056854399,-0.14986485572244582,-0.9372907952318564,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,-0.3295881678566625,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,6.04147107362595
-0.3401842489799556,-0.4682646762803661,-0.33415497642780606,0.29758030179034944,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,1.2503096519003905,3.416508171760543,-0.45176093626962344,-0.25798438101622534,-0.18672022477760553,-1.0838732614375164,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,1.28217974977865,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,1.1740569173715818,-0.3549424827102389,-0.4971484954457977,-0.2901393715424658,0.8131607129982321,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,-0.17280248645692378,1.317810783488821,-0.4186887221349913,-0.2350808056854399,-0.14986485572244582,-0.9372907952318564,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,2.2100541681905357,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,0.7434138631438476
-0.3401842489799556,-0.4682646762803661,1.2678139197857046,0.6622110252508333,-0.21996603718341107,-0.1781806641403717,-0.30289897735126897,1.0145719891721876,1.4724279289329638,1.5847094951949687,-0.25798438101622534,-0.18672022477760553,-1.0838732614375164,-0.24038220052810572,-0.09644159452726127,-0.08323873055487803,-0.44405990375770826,-0.36939767084113984,-0.12008924303552072,-0.27994334239538604,-0.4704899443247515,-0.2890693305328882,-0.2836455194744132,0.9692533916479429,-0.3549424827102389,-0.4971484954457977,0.6205741899843665,0.07155507588401562,-0.19957395762955987,-0.13930452751708264,-0.2576080650970977,0.005281800024765856,0.8095592013404459,4.189673011261318,-0.2350808056854399,-0.14986485572244582,-0.9372907952318564,-0.16968284625352148,-0.058016488479378216,-0.06207840651981135,-0.5027166194201651,-0.3295881678566625,-0.09583349542034715,-0.25095877593107974,-0.3899599844898262,-0.2824056107437663,-0.23565643482974197,1.3614883013031343
