,None,beak,body,eye,feet,head,leg,tail,unknown,wing,bumper,door,headlight,hood,trunk,wheel,window,windshield,armrest,backrest,seat,ear,mouth,neck,paw,None_total_arclength,beak_total_arclength,body_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,leg_total_arclength,tail_total_arclength,unknown_total_arclength,wing_total_arclength,bumper_total_arclength,door_total_arclength,headlight_total_arclength,hood_total_arclength,trunk_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,armrest_total_arclength,backrest_total_arclength,seat_total_arclength,ear_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength
125,0,0,1,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,94,0,86,448,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,81,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,2,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,189,0,91,0,34,398,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,3,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,177,0,15,199,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,644,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,1,1,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,487,10,147,0,88,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,1,2,1,6,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,588,44,148,0,109,291,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,1,1,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,94,203,139,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,1,1,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,524,14,188,0,86,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,158,240,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,1,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,87,48,68,147,319,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,289,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,1,6,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,581,0,31,156,99,44,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,189,42,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,463,0,29,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,485,0,72,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1,2,0,7,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,239,0,190,844,31,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,134,55,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2,5,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,402,291,0,92,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,322,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,573,10,20,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,241,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,691,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,138,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,215,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,147,257,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,329,0,0,218,27,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,147,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,183,0,0,198,52,71,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,123,0,0,106,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,183,0,0,129,79,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,1,1,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,251,46,0,92,57,0,95,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,2,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,215,0,0,91,78,397,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,126,0,0,106,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,289,0,0,128,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,103,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,1,1,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,499,99,184,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,551,71,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2,0,1,3,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,159,288,0,98,67,0,352,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,72,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,17,0,330,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,1,1,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,393,0,88,147,0,0,374,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,319,0,116,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,2,1,0,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,157,0,41,124,30,243,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,444,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,3,1,8,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,27,129,92,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,7,2,4,2,0,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,69,345,46,0,73,55,181,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,12,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,305,0,38,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,2,8,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,421,0,88,58,0,173,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,1,1,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,23,127,3,39,0,70,141,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,1,1,0,4,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,0,148,240,0,0,103,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,8,53,0,126,210,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,1,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,408,8,143,59,0,335,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,1,2,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,167,5,0,160,74,187,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,472,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,148,0,97,0,28,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,315,0,44,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,45,193,59,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,1,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,506,0,108,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,28,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,513,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,518,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,25,36,0,53,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,2,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,609,0,20,0,94,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,3,5,1,5,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,372,25,88,352,43,0,105,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,1,4,1,6,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,442,25,86,0,88,84,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,128,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,60,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,160,0,0,409,0,100,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,422,0,276,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,191,0,441,0,66,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,116,206,264,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,61,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,8,269,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,1,1,2,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,24,220,82,108,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,5,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,283,17,0,0,261,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,304,9,266,237,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,2,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,25,0,114,0,170,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,550,4,26,260,105,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,2,1,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,6,73,0,153,255,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,1,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,74,74,44,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,708,30,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,30,451,0,420,337,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,351,6,56,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,2,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,82,0,37,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,1,1,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,456,15,96,0,86,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,33,97,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,22,0,0,212,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,2,1,6,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,2,134,427,152,366,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,188,27,117,0,0,0,112,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,23,89,343,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0
236,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,20,0,218,0,55,0,0,0,0,0,0,0
237,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,458,74,31,0,0,0,0,0,0,0
238,0,0,12,0,0,0,0,0,0,0,0,3,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,170,89,68,0,265,0,236,0,0,0,0,0,0,0
239,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,111,0,0,0,0,588,0,0,0,0,0,0,0,0,0
240,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,51,27,43,0,869,69,0,0,0,0,0,0,0,0
241,0,0,6,0,0,0,0,0,0,0,1,1,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,135,24,145,134,0,190,93,471,0,0,0,0,0,0,0
242,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,340,143,123,0,0,0,0,0,0,0
243,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,33,0,0,0,0,492,120,0,0,0,0,0,0,0,0
244,0,0,12,0,0,0,0,0,0,0,2,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1562,0,0,0,0,0,0,0,170,0,345,0,0,256,61,0,0,0,0,0,0,0,0
245,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0
246,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,43,0,0,0,145,0,0,225,0,67,0,0,0,0,0,0,0
247,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0
248,6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,254,0,1170,0,0,0,0,0,0,0,0,0,94,0,0,920,0,403,0,0,0,0,0,0,0
249,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,82,0,0,0,0,0,0,238,0,262,0,0,0,0,0,0,0
250,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,644,0,400,0,0,0,0,0,0,0,0,0,6,0,0,505,0,0,0,0,0,0,0,0,0
251,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,106,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,217,0,110,0,0,0,0,0,0,0
252,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,235,0,74,0,0,0,0,0,0,0
253,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,198,0,0,0,264,226,76,0,0,0,0,0,0,0
254,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0
255,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,101,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0
256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
257,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,78,159,97,0,0,0,0,0,0,0
258,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,0,0,0,87,43,0,0,337,171,219,0,0,0,0,0,0,0
