,None,beak,body,eye,feet,head,leg,tail,unknown,wing,bumper,door,headlight,hood,trunk,wheel,window,windshield,armrest,backrest,seat,ear,mouth,neck,paw,None_total_arclength,beak_total_arclength,body_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,leg_total_arclength,tail_total_arclength,unknown_total_arclength,wing_total_arclength,bumper_total_arclength,door_total_arclength,headlight_total_arclength,hood_total_arclength,trunk_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,armrest_total_arclength,backrest_total_arclength,seat_total_arclength,ear_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength
259,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,1046,0,0,0,0,0,0,175,236,0,0,0,0,0,0,0,0
260,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0
261,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,153,168,0,0,0,0,0,0,0,0
262,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,0,0,24,0,0,0,0,211,0,0,0,0,0,0,0,0
263,0,0,6,0,0,0,0,0,0,0,0,0,1,2,1,3,6,2,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,66,78,66,173,171,160,0,0,0,0,0,0,0
264,0,0,22,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,37,0,0,41,0,818,72,69,0,0,0,0,0,0,0
265,0,0,8,0,0,0,0,0,2,0,3,0,0,3,0,3,2,4,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,29,0,95,0,0,137,0,277,131,180,0,0,0,0,0,0,0
266,3,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,3,3,0,0,0,0,0,0,0,124,0,662,0,0,0,0,0,0,0,118,18,1,145,0,98,184,155,0,0,0,0,0,0,0
267,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,50,0,0,306,137,82,0,0,0,0,0,0,0
268,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0
269,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,213,261,0,0,0,0,0,0,0,0
270,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0
271,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0
272,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,17,0,256,167,0,0,0,0,0,0,0,0
273,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0
274,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0
276,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,106,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,871,112,0,0,0,0,0,0,0,0
278,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
279,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0
280,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
281,0,0,8,0,0,0,0,0,18,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1338,0,100,0,80,54,0,0,0,213,0,0,0,0,0,0,0
282,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0
284,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
285,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,72,0,101,0,0,0,0,0,0,0
286,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
287,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0
288,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,338,125,449,0,0,0,0,0,0,0
289,0,0,10,0,0,0,0,0,0,0,1,0,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,129,0,101,110,0,188,0,164,0,0,0,0,0,0,0
290,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,239,147,37,0,0,0,0,0,0,0
291,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0
292,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0
293,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,212,0,120,0,0,0,0,0,0,0
294,0,0,10,0,0,0,0,0,0,0,1,0,1,1,1,3,2,3,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,253,0,51,306,249,226,183,122,0,0,0,0,0,0,0
295,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,38,0,0,0,0,483,0,125,0,0,0,0,0,0,0
296,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,129,0,0,0,0,308,0,0,0,0,0,0,0,0,0
297,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,165,0,255,0,0,0,0,0,0,0,0,0
299,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,583,0,145,0,0,0,0,0,0,0
300,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,432,344,163,0,0,0,0,0,0,0,0
301,0,0,20,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,63,76,0,0,604,0,0,0,0,0,0,0,0,0
302,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,506,0,461,0,0,0,0,0,0,0,0,0
303,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,208,0,0,0,0,0,0,384,180,0,0,0,0,0,0,0,0
304,0,0,6,0,0,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,111,0,129,174,0,311,0,224,0,0,0,0,0,0,0
305,9,0,14,0,0,0,0,0,0,0,0,4,0,0,0,3,2,1,0,0,0,0,0,0,0,244,0,2204,0,0,0,0,0,0,0,0,118,0,0,0,189,98,87,0,0,0,0,0,0,0
306,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,82,124,192,0,173,360,241,0,0,0,0,0,0,0
307,3,0,2,0,0,0,0,0,0,0,2,4,2,2,0,3,2,1,0,0,0,0,0,0,0,412,0,386,0,0,0,0,0,0,0,72,121,78,201,0,560,169,413,0,0,0,0,0,0,0
308,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0
309,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,201,0,0,0,0,769,119,0,0,0,0,0,0,0,0
310,0,0,4,0,0,0,0,0,0,0,1,3,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,70,115,56,0,0,256,255,137,0,0,0,0,0,0,0
311,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,180,111,0,0,524,154,34,0,0,0,0,0,0,0
312,0,0,6,0,0,0,0,0,2,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,25,0,0,116,22,0,0,413,161,65,0,0,0,0,0,0,0
313,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,93,51,0,0,0,239,292,182,0,0,0,0,0,0,0
314,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0
315,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0
316,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0
317,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0
318,0,0,6,0,0,0,0,0,0,0,1,0,2,4,0,2,0,2,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,76,0,111,237,0,326,0,213,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
320,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,603,0,112,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,53,0,72,73,0,313,0,0,0,0,0,0,0,0,0
325,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
326,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0
327,6,0,2,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,480,0,528,0,0,0,0,0,0,0,41,0,27,72,0,212,0,0,0,0,0,0,0,0,0
328,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,332,0,378,0,0,0,0,0,0,0
329,0,0,6,0,0,0,0,0,0,0,1,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,21,0,73,82,89,447,0,56,0,0,0,0,0,0,0
330,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0
331,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1128,0,224,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0
332,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
333,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,894,0,316,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0
334,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,153,118,0,0,0,0,0,0,0,0
335,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,30,26,0,0,394,95,0,0,0,0,0,0,0,0
336,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,31,0,63,0,0,0,211,0,0,0,0,0,0,0,0
337,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,263,96,64,0,0,0,0,0,0,0
338,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,167,0,65,0,0,0,0,0,0,0
339,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
340,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,67,0,39,0,0,153,0,494,0,0,0,0,0,0,0
341,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,145,0,89,0,0,0,0,0,0,0
342,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,176,0,153,0,0,0,0,0,0,0
343,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,191,103,100,0,0,0,0,0,0,0
344,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,224,0,149,0,0,0,0,0,0,0
345,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,109,0,0,258,113,198,0,0,0,0,0,0,0
346,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0
347,0,0,4,0,0,0,0,0,0,0,3,0,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,161,0,77,86,0,475,138,241,0,0,0,0,0,0,0
348,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,196,0,858,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0
349,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,163,205,0,0,642,112,0,0,0,0,0,0,0,0
350,0,0,4,0,0,0,0,0,4,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,334,0,72,0,21,0,0,242,0,200,0,0,0,0,0,0,0
351,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0
352,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0
353,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,192,112,0,0,0,0,0,0,0,0
354,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0
355,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,57,0,0,201,74,0,0,0,0,0,0,0,0
356,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,7,0,0,159,0,73,0,0,0,0,0,0,0
357,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,5,0,0,153,120,0,0,0,0,0,0,0,0
358,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,107,0,121,54,153,0,0,0,0,0,0,0,0
359,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,78,0,514,0,0,0,0,0,0,0,0,0,0,0,0,231,57,0,0,0,0,0,0,0,0
360,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,764,0,296,0,0,0,0,0,0,0,0,0,96,0,0,292,147,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,120,0,0,195,161,614,0,0,0,0,0,0,0
362,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,310,120,89,0,0,0,0,0,0,0
363,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,28,0,0,49,0,198,176,87,0,0,0,0,0,0,0
364,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,91,75,0,0,0,0,0,0,0,0
365,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,32,0,0,311,111,0,0,0,0,0,0,0,0
366,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,28,0,0,497,0,185,0,0,0,0,0,0,0
367,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,200,384,120,101,0,0,0,0,0,0,0
368,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,124,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,8,0,0,0,0,0,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,131,0,89,0,0,108,357,0,0,0,0,0,0,0,0
371,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,128,0,0,489,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0
373,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0
374,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0
375,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,235,0,106,0,568,291,0,0,0,0,0,0,0,0
376,0,0,12,0,0,0,0,0,0,0,1,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,93,113,96,0,0,292,95,60,0,0,0,0,0,0,0
377,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0
378,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,158,0,581,0,0,0,0,0,0,0
379,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
380,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
381,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,125,0,99,0,0,0,0,0,0,0
382,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0
383,0,0,8,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,220,277,0,846,0,0,0,0,0,0,0,0,0
384,0,0,8,0,0,0,0,0,0,0,0,1,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,154,71,0,193,454,0,0,0,0,0,0,0,0,0
385,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0
386,0,0,6,0,0,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,0,0,55,0,106,64,0,116,0,59,0,0,0,0,0,0,0
387,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,261,0,0,0,0,358,0,0,0,0,0,0,0,0,0
388,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0
389,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,0,0,0,0,34,0,0,229,111,0,0,0,0,0,0,0,0
390,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,722,0,962,0,0,0,0,0,0,0,0,0,0,0,0,241,133,55,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,425,324,0,0,0,0,0,0,0,0
