sketch_id,target,condition,category,outcome,armrest_numstrokes,backrest_numstrokes,beak_numstrokes,body_numstrokes,bumper_numstrokes,door_numstrokes,ear_numstrokes,eye_numstrokes,feet_numstrokes,head_numstrokes,headlight_numstrokes,hood_numstrokes,leg_numstrokes,mouth_numstrokes,neck_numstrokes,paw_numstrokes,seat_numstrokes,tail_numstrokes,trunk_numstrokes,unknown_numstrokes,wheel_numstrokes,window_numstrokes,windshield_numstrokes,wing_numstrokes,armrest_total_arclength,backrest_total_arclength,beak_total_arclength,body_total_arclength,bumper_total_arclength,door_total_arclength,ear_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,headlight_total_arclength,hood_total_arclength,leg_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength,seat_total_arclength,tail_total_arclength,trunk_total_arclength,unknown_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,wing_total_arclength
0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_12,pigeon,closer,bird,True,-0.31016026060223256,-0.4591883074486788,1.6559894087470768,0.9710875839374132,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,1.4392567273101644,0.7752712988310863,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,-0.39708814309859286,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,1.4008729402743747,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,2.7705797107332604,1.7183166981114075,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,6.9544664432190695,2.5426292918873346,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.6648394442623218,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,0.5877609476199117,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_19,tomtit,closer,bird,True,-0.31016026060223256,-0.4591883074486788,1.6559894087470768,4.51873947620771,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,-0.40846661948921464,4.28838879283489,3.6438661806531027,-0.25277370076468736,-0.18426577937184274,-0.9434004928393321,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,6.844744996033265,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,2.7705797107332604,1.0599283878153984,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.27113616006474345,2.893370863257096,1.50585528340593,-0.23434794902175854,-0.1563676047804311,-0.7729143083268832,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,1.1660817135168098,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_4,nightingale,further,bird,True,-0.31016026060223256,-0.4591883074486788,-0.33673322239146686,1.562362899315796,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,-0.40846661948921464,0.7752712988310863,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,-0.39708814309859286,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,1.4008729402743747,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,-0.2757735463369621,0.7543780117664218,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.27113616006474345,0.43817986366876516,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.6310660492421464,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,0.029382277098768804,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0647-bfcd78e5-085c-4631-a47c-0f3dadf71345_8,robin,further,bird,True,-0.31016026060223256,-0.4591883074486788,1.6559894087470768,0.9710875839374132,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,-0.40846661948921464,3.1173496281669557,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,0.14922420664214642,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,-0.4137510783119218,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,2.1903219474817894,0.9217032176980043,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.27113616006474345,1.8716454162234428,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.4318030186231112,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,-0.34951753504057814,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_15,bluejay,further,bird,True,-0.31016026060223256,-0.4591883074486788,-0.33673322239146686,-0.2114630468193522,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,3.2869800741095436,2.5318300458329883,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,0.14922420664214642,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,-0.4137510783119218,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,-0.2757735463369621,-0.6169611759771996,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,0.4419167284172118,1.3684075094755241,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,1.746580960178205,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,-0.34951753504057814,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_17,cuckoo,further,bird,True,-0.31016026060223256,-0.4591883074486788,-0.33673322239146686,0.37981226855903055,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,-0.40846661948921464,1.9463104634990207,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,-0.39708814309859286,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,1.4008729402743747,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,-0.2757735463369621,-0.07861051341471692,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.27113616006474345,1.0176659381057627,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.5331232036836375,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,4.815485167279993,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_19,crow,further,bird,True,-0.31016026060223256,-0.4591883074486788,-0.33673322239146686,0.9710875839374132,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,1.4392567273101644,3.1173496281669557,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,-0.9434004928393321,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,-0.4137510783119218,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,-0.223279896969483,-0.34352464401766275,-0.4887044000885718,-0.2757735463369621,1.7292292115417283,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,0.29930615072082073,1.4446556771646029,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.7729143083268832,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,-0.34951753504057814,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,-0.24035236203363142
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_29,tomtit,closer,bird,True,-0.31016026060223256,-0.4591883074486788,5.6414346710241645,0.9710875839374132,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,-0.40846661948921464,1.3607908811650535,2.265450952945449,-0.25277370076468736,-0.18426577937184274,-0.9434004928393321,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,-0.4137510783119218,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,4.3974106654648475,-0.34352464401766275,-0.4887044000885718,1.4649997434174509,0.2778649253090892,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.27113616006474345,1.38365714301334,0.8854554772736792,-0.23434794902175854,-0.1563676047804311,-0.7729143083268832,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,-0.34951753504057814,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,6.640163155729471
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_3,robin,closer,bird,True,-0.31016026060223256,-0.4591883074486788,-0.33673322239146686,0.37981226855903055,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,1.4392567273101644,3.7028692105009227,-0.49137950246985795,-0.25277370076468736,-0.18426577937184274,-0.9434004928393321,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,1.4008729402743747,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,0.9318927436390997,-0.34352464401766275,-0.4887044000885718,-0.2757735463369621,1.6819416533436722,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.1285255823683524,2.6036278260385974,-0.41174411736648125,-0.23434794902175854,-0.1563676047804311,-0.7729143083268832,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,3.7884672554286056,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,1.443533931616658
0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_5,nightingale,closer,bird,True,-0.31016026060223256,-0.4591883074486788,1.6559894087470768,0.9710875839374132,-0.21739852348726646,-0.17798931867734605,-0.32046950742791813,1.4392567273101644,1.9463104634990207,2.265450952945449,-0.25277370076468736,-0.18426577937184274,-0.9434004928393321,-0.2503650495920709,-0.10253844427143512,-0.08687881739111684,-0.449038432674411,-0.4137510783119218,-0.13284350051411692,-0.223225854017924,-0.45299466223407725,-0.3068349101571659,-0.2974925572013769,0.9318927436390997,-0.34352464401766275,-0.4887044000885718,0.7034114291498951,0.0741646746097714,-0.19814896935951112,-0.15416871044208394,-0.2970864045080269,-0.0334518639040917,0.9871666710301311,3.850483122165475,-0.23434794902175854,-0.1563676047804311,-0.7729143083268832,-0.19361197167749253,-0.05780003609027874,-0.06888207937759144,-0.5138981714045654,-0.34951753504057814,-0.10181041459755731,-0.20797685581012063,-0.4731127442766692,-0.3065504546172141,-0.2530132499324499,1.566201145061381
